tweet_id	human_reply_id	gpt3
1601203279735959552	1601626974908461057	Wow, that's great! Glad the content on YouTube is still the same. 🙂
1601534862204497920	1601626972773154816	No worries, I'm sure we can figure it out together!
1601506303171784704	1601626974904254467	Peter Obi disavows any acts of terror and has always condemned violence in all forms. He has strongly advocated for dialogue and peaceful resolution of all issues in Nigeria.
1601624207925735424	1601626972185976833	Agreed! There are so many opportunities for startups to expand their reach and tap into the incredible networks that exist on college campuses. #college #network
1601626591087366145	1601626975113601024	Wow, I'm so glad you enjoyed it! Nothing beats a great game night! 😊
1601610020743151616	1601626972177969154	No, I don't have an issue with that.
1601622206710042624	1601626973003923457	No worries! You can be taken off the list if that makes you feel better.
1601625654411161600	1601626971909525504	No way! Croatia is about to show Messi what a real team looks like 💪. #CroatiaRising
1601626558179213313	1601626972073103360	Agreed! He's an amazing player and has given so much to the game already. Let's focus on developing the next generation of talent! #proudofJack
1601625917658628096	1601626972861640704	You are so generous! Let's show our support and get those retweets so everyone can have a chance at the money! #spreadthelove
1601626409151397888	1601626974862323712	Yes, Iran was definitely a low block team today and their defensive strategy made it extremely difficult for us to break them down. But with the right tactics and personnel, we can still find ways to be successful. #teamwork
1601600726777548800	1601626973776019458	Thank you so much! I will definitely give it a try 🙏🏼
1601624173456990209	1601626972962009091	Not sure I can resist the draw of the best players in the world competing on the biggest stage! #WorldCup
1601625212079861760	1601626974254157829	Agreed! An inspiring role model and an incredibly talented athlete, there's no one like @Cristiano. #GOAT #Inspiration
1601625888289792000	1601626973696012288	It's ok, we'll have a better time next time!
1601626344953376769	1601626972186370050	Good point! Trump not conforming to either side means he must be doing something right. #Politics #Trustworthy
1601626708498853889	1601626972169588736	Quelle drôle de recommandation! Apparemment, ton téléphone a des goûts très particuliers ! 😆
1601626910723014656	1601626975554052096	Hi @Onyxflare101! How are you doing today? 🤗
1600596888243556352	1601626974119944194	No, it isn't my real name. I like to use a pseudonym to keep my identity private and stay anonymous online.
1601456760321183744	1601626973008109568	"That's tough but Hallelujah"" by Leonard Cohen always comes to mind."""
1601624226951467008	1601626974690365445	No doubt that many are passionate about Army-Navy football, but soccer has been the world's most popular sport for decades, & over 3 billion people watched the 2018 #FIFAWorldCup, making it more popular than all other sports. Europe is not jealous, but it IS proud! 🇪🇺
1601626105836089344	1601626973104590850	No need to apologize, your pronunciation was great! Portugal is blessed to have so many amazing footballers 🙌
1601535982238830592	1601626971951501314	No, the road is definitely within Nigeria!
1601623401130471424	1601626976372260866	No! Please don't do that! We all care about you, if there's anything we can do to help, please let us know. You're not alone.
1601626895920922624	1601626976435204096	Wow! His stamina and commitment to the team is incredible - he's an inspiration to us all! #TrueProfessional
1601626648025391111	1601626976040947713	"What do you mean wait what?""? Can you clarify what you're asking?"""
1601616273913573376	1601626975868973067	That's too bad! Is there anything we can do to help? #ToadVenom
1601584686656282625	1601626979798700032	Sounds like an awesome plan! Make sure to take lots of pictures or videos on your vacation and share them when you come back. Can't wait to see it!
1601565810543120385	1601626974958784513	Sounds like you've still got time to get all your holiday activities in! What sounds the most fun to you first? 🎅🎄
1601626475220041728	1601626976128708609	Yes, like Mourinho! He’s a great example of a leader with excellent tactical and motivational skills! #Mourinho
1601626607260606464	1601626979719008257	Agreed. His technical ability was impressive but his decision making in the final third let him down.
1601626904486084610	1601626979505438720	Ti amo anche io, amore mio ❤️
1601623801519038464	1601626978758844416	Wow, Ronaldo's dedication is next level! Can't wait to see what he does with the H.T.C. in 2026!
1601620602028425217	1601626979283144710	It's understandable why you're not willing to make that investment. Understanding your frustration, here's a free ticket to our next match!
1601626930159439873	1601626977441832960	I'm not lying! I'm telling the truth. Can you explain why you think I'm lying?
1601624095661047808	1601626976854642688	The stars can be wrong too! Let's root for Croatia or Morocco and see if fate is on our side! #Vamos
1601623138059833344	1601626977525727234	Félicitations à vous deux! C’est formidable de voir le Maroc être mis à l’honneur avec cette réussite! ❤️
1601622289266507777	1601626976716193795	We're here and ready to support you! What can we do to help? #AGAINSTSUPPORTERSUNION
1601626838861692928	1601626978141937665	Ha ha, looks like he was too excited to watch without tweeting!
1601626723086635014	1601626976208715776	Hi there! What can I do for you?
1601421218518687745	1601626976694829058	The Department of Justice can investigate the FBI. Congress also has the authority to investigate and subpoena FBI personnel.
1601625610740064256	1601626979752898560	Cheers! Just make sure you get the tears of love and not anger 😉 #GoatTears
1601624630137356295	1601626977219186688	We can definitely work together to build a healthy relationship between founders, operators, and the community. There are plenty of ways to generate income without taking from our holders. Constructive collaborations are the way forward! 🤝
1601557226807734274	1601626979262169089	Congrats!! Shiny Pokémon are so rare, that's amazing 🎉🎉
1601626435579355137	1601626976833638401	We're so proud that Qatar brought us such an amazing World Cup experience! Looking forward to what's next! #QatarWC2022
1601626898596888576	1601626977810911232	RT &amp; Follow @tenteeen_ for a chance to win the $5 giveaway! 🤩 Good luck! #giveaway #5dollardrawing
1601572758168961024	1601626975906693121	Agreed! Everyone should focus on true charity that helps all people, regardless of race. #equalityforall
1601626678190432258	1601626979400237058	We've got this! Stay positive and get behind the team - send them all the love and energy you've got! 🦁 #ThreeLions
1601473846087147520	1601626977772806144	I dey flattered oo😆😁, but no, abeg make una share the patata for all of us. #ShareThePatata #PatataPower
1601616487835279360	1601626977902862338	It's definitely a bit pricey, but it's worth every penny!
1601625356858859520	1601626977139843072	Thanks for the kind words! We do feel bad for CR7 but are just as excited for our team's success. 🎉
1601626788408725505	1601626973562089472	Glad to hear he's doing better now! Don't worry, we won't let that happen again!
1601626609072898049	1601626979865792517	Agreed! Let's find something else to talk about. Any ideas?
1601624643932409857	1601626975818649600	Thank you for your kind words! We are extremely proud of our team and we are looking forward to the upcoming match. #GoPortugal #GoMorocco #WorldCup
1601626838739996673	1601626977123074048	Oh no! That sounds like a stressful situation. I hope you're ok!
1601622663046508544	1601626975726338048	Thanks for the support! I'll give my best shot. #PriyankaPaltan #PriyankaChaharChoudhary @OrmaxMedia
1601626286211768320	1601626976531644417	Same here!😆
1601620998113021952	1601626973021048832	Good advice. We'll keep this in mind and focus our efforts on the projects which provide us with the most potential for growth in the short-term. Thanks for your input! #DM
1601605524180856832	1601626975231422464	Let's hope history is made! Here's to a great match and an awesome after party. #EdgwareRoad #MoroccoVsEngland
1601626974900080643	1601626976791379969	The courage and heart to put it all out there in this way is incredibly inspiring. Congratulations on your vision and sharing it with the world. 🙌
1601495048683606016	1601626976598441985	Aww, that's too bad! Fingers crossed for better luck next time! #DisneyDLV
1601626629155225600	1601626980914704385	Awww thank you! Missed you all too! 💖
1601625441382432768	1601626976359395328	نحن هنا على استعداد لمساعدتك لتحقيق أهدافك! 🤗
1601602224068915200	1601626976145768448	We still have a chance, Mo Salah always finds a way to score! #salaharmy #LFC
1601623227846905858	1601626981090889728	Agreed! They have been integral to our success this season, and their chemistry is undeniable. #ChelseaFC
1601609457959849987	1601626980323307522	Sounds like a plan! Let me know if you need any help.
1601595404571009024	1601626980733972480	We're sorry for your loss. Sending you love and strength during this difficult time.
1601626576453783559	1601626983430905857	He's still one of the world's greatest footballers and he'll always be remembered for his successes. He can be proud of his achievements! #CristianoRonaldo
1601610380169519104	1601626982768586760	Thanks for the heads up- we'll be sure to factor this in when forecasting Sunday night. Appreciate the suggestions!
1601626063272308736	1601626980579184643	Thanks for your enthusiasm! Let's work together to make sure everyone gets the follow backs they deserve. 🤝
1601618289154981888	1601626982579867648	Sounds like an amazing night! Let’s make it happen! #Morocco #AfricaNight
1601559942309498880	1601626982546309122	Take a day trip to somewhere you've never been before, learn something new, make a bucket list and start crossing things off, plan a special getaway or vacation with friends or family, volunteer or donate to a cause that matters to you. 🌟
1601331512221536256	1601626982613405697	No, it's usually not acceptable to go to the supermarket in your PJs/dressing gown. You should always dress appropriately when you're heading out in public.
1601623917378306048	1601626980582973442	Welcome to the beautiful countries of Portugal and Morocco! ☀️
1601582387019714561	1601626980927287298	That is a serious breach of trust. He should not be disclosing any confidential information.
1601626851231031301	1601626981153779712	مبارکباد! ایسا ایک مشہور رہنے والا اور اہم اہمان ہے. اپنی مس
1600950642251636737	1601626983997542400	I'd take a deep breath and savor the freedom of being exactly who I want to be–no more pretending! Then, time to explore the world through a whole new perspective!
1601626076723060736	1601626982076547074	That's a great way to show appreciation for two of the greatest footballers in history! 👏
1601626869748535296	1601626983422517248	No shame, no fear!
1601622094647033856	1601626982231396352	Take a deep breath and try to take a step back. Think about why you're frustrated and if there is anything you can do to fix it.
1601530499549102080	1601626981270896641	No I don't support it, I understand why you don't want to see it and respect your opinion. Have a good day!
1601626782989717507	1601626983561322497	No, the clues lead to where the present is hidden! ;) #presenttherapy
1601626612952621056	1601626982386581504	Sounds like a good idea, cause we all need a friend that's willing to listen. Take care and stay safe, Ronaldo! 💕
1601626497978335233	1601626982328193028	That is not a valid defense; there is no excuse for any relationship involving a minor. All allegations must be taken seriously and investigated through the proper channels.
1601592916434378755	1601626982445617152	DM me and let me know who you would like to send the $1,000 to, and I will help you make it happen!
1601578403328454656	1601626982835712000	Good thinking! Ivorian winger Franck Kessié is another option too 👀
1601626867865333760	1601626976971726850	@A1__swag Nah fam, it's all good. I'm sure we can find something else to sip on 🤝
1601625378329546752	1601626982080745472	I understand your point, but I'm still entitled to tweet my opinion. I'll take your advice under consideration.
1601626638890184704	1601626977978712064	So true! Grownups stand up for what's right and won't put up with anyone trying to take advantage of children.
1601609953017753602	1601626980780163072	Agreed! We have to stand up to those who try to limit the type of fun we all should be allowed to have while playing sports. Even if it means going a bit outside of the rules. 🤗
1601621928842002433	1601626981497724929	Thanks for the support! We'll use the win as motivation to reach our full potential and continue striving for success! #SheffUtd #SkyBetChamp #UltiChamps
1601626549286862849	1601626981136683008	I'm sorry for that, it was hard for all of us. Let's support our other countries and keep the spirit alive! 🇿🇦💪
1601626473093529600	1601626980965036035	Lol I get it! My family is the same way. Maybe we should sign up for Ronaldo-free zones haha!
1600351882626871296	1601626983762624513	"It depends on the context but usually, Bra is a short-form for brother"" and Por is a short-form for ""poor""."""
1601625380150210561	1601626981397037058	"He understands the importance of Africa in the global soccer community! 🙌"""""
1601624181262585856	1601626982839902209	Hahaha! That's too funny! I'm sure your belle's reaction was priceless 😂
1601626782255353856	1601626983753953281	Thank you so much, April! You always know how to make me feel great 😊
1601588370366664708	1601626981485142018	Nice to hear from you! How are you doing?
1601626880482119680	1601626982982160384	Sounds great! Looking forward to it!
1601624998334332930	1601626979488653312	Mashallah! May Allah continue to bless you 🤲
1601622998921842689	1601626982281641985	Sure is! Maybe I should just stick to talking to dogs instead. 😆
1601601639642992640	1601626980872781825	We can’t bark our way out of the issues facing our country but we can take action by speaking up and making our voices heard. Let’s be part of the solution and help make positive change. #LetsMakeIndiaBetter
1601623260277637120	1601626980860190721	Take a break and try again with a fresh mind. Writing out the steps might help you understand them better! Good luck!
1601499403977490433	1601626969388351489	Sure! What can I help you with?
1601533133891194882	1601626964376178688	Thanks for sharing your excitement! 🤩
1601625932238061570	1601626974522605568	That’s not what I said—I said Nature was a reputable site. I'm insisting its claims be corrected as they don't fit with the facts. Thanks for your input!
1601558823789285377	1601626973348196352	Thank you for your kind words and prayers. I understand her and will not judge. I will use this experience to come out stronger.
1601625828185759745	1601626981472555008	True, Matt Stafford was excellent in Detroit. He had so much potential and it was great to see him find the success he deserved with the Rams.
1601626772034191361	1601626987734630400	Oh yes, I remember those golden days of soul music! That Joe Simon record always was one of my favorites #AT40
1601625903116976135	1601626985939501057	You haven't given up yet, that's great! Let's hope England brings it home this year! #LetsGoEngland #ItsComingHome #WorldCup
1601626865189675008	1601626986182774784	That’s awesome! It sounds like you had a fun experience with a great teacher :)
1601625857117679617	1601626988023717888	"Haha, Ayo Choni bahagia! 😉"""""
1601626919362957312	1601626985595170816	Thanks for creating a personal account @Reshadzx! Just followed and looking forward to what you post. #followback
1601626542487920641	1601626985436155905	It’s a big deal and we should all be concerned when freedom of the press is threatened. It’s important to protect our democracy and journalists should be allowed to do their jobs without fear. #FreedomofThePress 🗞️
1601606549235195905	1601626986497323010	Thanks for the suggestions, Ken! I'm sure there are plenty of other benefits, like reducing taxes for many Canadians and making investments in new infrastructure. Let's keep sharing our ideas so we can come up with more! 🤔
1601626796965138432	1601626986316648448	Don't worry, next time I'll get there faster!
1600830878451572737	1601626985213890560	Yes, it's true! Though those photos and videos are exciting to see, we must remember that no one's privacy should be invaded. We must respect their wish to keep moments like these private.
1601610071544168449	1601626984815407106	Sounds amazing! I wish I could join you for a cup of that yummy looking specialty coffee!
1601626812286586881	1601626986694119425	Grazie mille, il tuo apprezzamento significa molto per me!
1601623182925971456	1601626985473548289	No one can deny that greatness speaks for itself! 🐐
1601623438027681793	1601626985637490689	Yes, it's refreshing to see new champions rising in the world of sports! Congrats to the new winners! 🎉
1601609984516947968	1601626987184807936	No, but now I want some jelly for my biscuit! #yum
1600968489644457984	1601626986161766401	It's clear that the people of Anambra have been shortchanged. We must work together to ensure current and future leaders can deliver the development and progress that the people deserve. #PeaceInAnambra #ProgressForTaraba #DevelopmentForAll
1601575134955196416	1601626987529129985	Awesome advice! Respect for all species, identities, and backgrounds is key.  #nojudgement
1601626528231874561	1601626984643457024	Hope they realize how awesome we are soon! 🤗
1601622023603879936	1601626987386503169	Thanks so much! We're so happy you like it! #MoroccoLove
1601626436422733824	1601626985117417474	Agreed! Both Messi and Ronaldo are legends and deserve respect. We should enjoy both players’ talents and not put one down to appreciate the other.
1601624179857821697	1601626985922695170	True! It’s a great opportunity to experiment and develop different strategies. Hopefully teams can make the most of it!
1601624402369531905	1601626984874147847	Good for you! We’re all rooting for you and wishing you success. We know you can do it. #keepgoing
1601626365467324416	1601626985003814913	Both people don't have to be bad people, but it's important to hold them accountable for their actions. We can be critical of SBF and Mashinsky's actions while respecting their perspectives.
1601586604975722497	1601626986690281472	It's no surprise that BJP MLAs are looking to join Congress as they are unsatisfied with the current BJP government in Himachal. #HimachalCM
1601618500011069441	1601626985012174848	We appreciate their courage, but we need to make sure NATO forces are getting the logistical support they need to keep operations running smoothly.
1601618335388794881	1601626987512352769	No! Not only is this not sound advice, it's also incredibly disrespectful. Everyone deserves to be treated with respect and love, not judged based on looks.
1601625006072811521	1601626988221181953	No thank you! It's because of your courage & commitment that I can wear this crew neck with pride. Thank you for your service 🙏🏼
1601626859728670721	1601626984466960384	That depends on what you're looking for! Can you share a bit more about the context?
1601624929942011904	1601626984634671104	I’ve done plenty! From volunteering in my community, to leading a team in my career. Achievements don’t always have to be public. #dontjudgeabookbyitscover
1600909455616790528	1601626987625582592	That's incredible news! Congratulations to everyone who has worked hard to make this educational milestone happen! #Nursing #Midwifery #acceptance #growth #goals
1601624898685657094	1601626985196711936	Glad to hear you've got someone reliable helping you through it. Good luck to you and Bob! #hope #strength
1601626483100745728	1601626985780084736	Don't worry, the truth always prevails. Eventually, the media will have to take notice of the Twitter files story and give it the attention it deserves. #TwitterFiles
1601624719094353921	1601626987273256960	Yes, what a great way to bow out of the World Cup! 🤩
1601620773982318593	1601626987810127873	Thank you so much! You are too kind 😊
1601626767902801920	1601626985939144704	Count me in! Can't wait for the match - let the best team win! #argentinavmorocco
1601626821325623299	1601626988183138304	Don't worry, you'll find out soon enough! #WhoAmI
1601626984135921665	1601626986325381120	It's so important to have people in our lives who we can trust unconditionally. Love and kindness will always conquer hate and fear. Let's work together to create a brighter future and save lives with selfless acts of love. #RecklessLove
1601625282490007552	1601626987801427968	Let's hope they come through! We'll find out soon enough! #fingerscrossed
1601626741373816833	1601626985520066560	It's tough out there, but let's find ways to take care of each other and lift each other up! 🙏
1601626073007288320	1601626987377762304	Thanks for the kind words! We are honored to have been part of this cultural shift and look forward to continuing to be a part of it for many years to come. #culture1
1601625069817458689	1601626984622456832	"That's an interesting point! It's clear that U2's music has spiritual undertones, but it's also important to be sensitive to other faiths when making declarations about the true GOD""."""
1601626984228229120	1601626986752851968	Thanks for the suggestion! We're excited to see how players use the Paradox forms of Misdreavus and Gallade.
1601626649015255040	1601626988107571200	No problem! Glad to help. :)
1601626664710344704	1601626986761564161	Thanks for the support! We are excited to launch the #SpaceRiders NFT collection & share the #RideWithUs journey. 🚀
1600805184976072704	1601626990666481665	It depends on the individual. For some, it may take a few weeks or months, for others, it may take much longer. The important thing is to take care of yourself and be patient with the healing process.
1600887559084986368	1601626990217293824	We’re so sorry to hear this! Please contact our customer service team asap right away and we’ll do our best to help out.
1601626874048024578	1601626992041861120	That wasn't my intention at all, and I'm sorry you felt that way. I believe everyone deserves trust - regardless of gender identity, sexuality, class, or background.
1601607678974779393	1601626990360268802	Baked goods fresh out of the oven!
1601626770154758145	1601626989789843456	Cry and celebrate with Mazi C! Let's turn it into a joyous occasion to honor African culture! #AfricaStrong #MaziC
1601626985264189441	1601626989072637952	"Kiss Let's Stay Together"" by Al Green, Marry ""Your Song"" by Elton John, Kill ""YMCA"" by Village People"""
1601575913933926400	1601626988414144512	Thanks for the offer but I think I'll stick to supporting my team in a more budget-friendly way! #BleedBlackandWhite
1601570339750055937	1601626989026123776	Wow! Congratulations on your retirement and all the hard work to get you here. You should be proud of the impact you made, and of your commitment to make a better future for yourself.
1601278968275296256	1601626991102345217	Thanks for the clarification on Meghan Markle's curtsy. Racism is a serious issue, and it’s important we don’t dismiss it lightly. We must work together to battle it and create a world in which everyone is respected. #LetUsAllBeInThisTogether
1601626183296520192	1601626991752777730	Ha ha! Love the edit! 🤣
1601626729138642945	1601626991022682115	Same here! Let's just enjoy the game and have fun. #GoTeam
1601626255744331776	1601626988988764160	Thanks for the feedback! I'll be sure to keep it in mind for future conversations.
1601622617337004034	1601626989626286080	I'm not hating, I just don't think his decisions are in the best interest of the club.
1601544528976293888	1601626992004468738	Yeah, but why does he hate James Gunn so much?
1601417279832731649	1601626989605289984	Thanks! I'm used to people challenging my ideas and that's ok - healthy debate is important. Plus I'm sure there's someone out there who agrees with me, even if they're not vocal about it. 🤗
1601403384019705859	1601626990909722624	Thanks for the reminder, Kari! These individuals may not recognize the importance of free and fair elections, but our democracy depends on it. #ProtectOurVotes
1601626007517425664	1601626991157194754	It could mean different things for different people. Maybe it's an attempt to move on, or maybe it's a reminder of the good times.
1601620283236159488	1601626988825186306	If there's a shutout, the teddy bear toss will still take place at the end of the game! The bears will still be donated to a local charity. #TeddyBearToss
1601626436062056448	1601626990838435841	Sweet dreams! Sleep well! 💤
1601626668782997504	1601626990788096000	She was playing for her online audience!
1601624673460310017	1601626989403652096	No worries, let me know if you need anything else! Enjoy your meal! 🤗
1601626862853070848	1601626991169777666	It's contagious! Thanks for bringing a smile to my face today.
1601600058667171841	1601626992314810370	We're working hard to plan the next #vtuber gathering. Sign up to our newsletter to stay up-to-date on new events and announcements!
1601147570834710528	1601626990276399104	He certainly has courage and resilience! #HeIsBrave
1601626708041351168	1601626988791619587	Nice shade of red! What inspired you to choose it?
1601626534644547584	1601626990263832576	That's okay! It's alright if you don't know the answer. We'll figure it out together!
1601625935022653440	1601626991022653440	Despite not playing in any world cup finals, Ronaldo is one of the greatest footballers of all time, having won 5 Ballon d'Ors, 5 European Golden Shoe awards, and countless other accolades. His legacy is clear and undeniable.
1601626225675419649	1601626989550768129	My profile pic has nothing to do with my music taste, don't judge a book by its cover!
1601235190105268224	1601626992021209088	It definitely should not be stigmatized and it's admirable that you can recognize the connection between stress and a flare up! Let's all work together to reduce the stigma and create more understanding :)
1601607376158986240	1601626988703539200	That's fine! We all have different tastes. Have a great day! 🤗
1601618081721503744	1601626990540652545	Actually, many of the cars on the list are more expensive than Teslas. Tesla offers competitive luxury cars with innovative technology for a great value.
1601625831792848896	1601626989760126978	It's obviously a bad decision by the coach, he should've thought about the consequences. His decision could've caused a lot of disappointment and frustration. Let's hope it's a lesson learnt.
1601626894616911872	1601626990125404166	Thanks! I'm glad someone can tell.
1601614756795756545	1601626988791222272	That's so unfair! Memes often don't need to be longer than 7 seconds, yet few would even get the chance to watch it if YouTube has already limited its reach.
1601626672155234304	1601626991643369472	I knew we had something in common! 🤗
1601573393069117440	1601626989668241408	"Yes, it's hypocritical for public figures to quit to protest misinformation"" but not take a stand against the harms Twitter had allowed to flourish. It's time for platforms to do better and hold users accountable."""
1601319167684407297	1601626989969887233	This is a baseless accusation. We need to take a closer look at the evidence before drawing any conclusions. Everyone deserves the benefit of the doubt.
1601625065350914048	1601626989383012352	Congrats on the Morocco win! Sure, I'll get the data to you asap!
1601626619012997121	1601626988774821889	No problem! Scorpios don't deserve any hate - let's #spreadlove instead! 💕
1601622046487683072	1601626988761841664	Congrats on reaching the semi-finals of the Morocco tournament! Here's hoping for a successful final round!
1601626255727636480	1601626989726928898	Ahaha, you know me too well! 🤩
1601447412358610945	1601626991999873024	I use a combination of Substance Painter, Zbrush and Marvelous Designer to create textures for my 3D models.
1601469555913592832	1601626991114932225	No worries! Registration for the Encore Ballroom opens at 9am, located in the Poker Room. See you then! #encoreballroom
1601455678077698054	1601626988988751872	No, Elon can't fix everything 😅 But he sure is trying to make an impact on the world!
1601626858675908609	1601626991937323008	No, but I'm older than you! 😉
1601415718569791488	1601626994713980930	Let's see what we can do with the tech we have! 🤓
1601625609268260865	1601626994135166976	Mine too! 🤣 I guess we're all in the same boat when it comes to the upcoming Euro game! #ComeOnEngland 🏴󠁧󠁢󠁥󠁮󠁧󠁿
1601626850895491072	1601626994227425283	Glad to see you smiling! Hope your day is going great!
1601625950562979840	1601626994118037504	Thanks for believing in me @kellydomara! I'm confident Morocco will win too, but regardless I'll keep doing my best! 💪
1601626118750363648	1601626996186177540	Thanks for the clarification. An important legal rule to remember!
1601561343701942273	1601626992117370880	My dad's sense of fashion was always daring, and he had a great sense of humor! It's a tribute to him, so I'm wearing it proudly!
1601623617712054272	1601626995330535426	Thanks for the support! Much appreciated!
1601508936191918080	1601626994655232001	This is truly a tangled web we have woven. We need to repair our broken policies and ensure that our actions work to serve the people and not special interests. #NoMoreWars
1601473706601353217	1601626994923667456	Thanks for your feedback. We are taking the team to Abu Dhabi for warm weather training, to help ensure the team is in tip-top condition for the season ahead. We also hope it gives fans a chance to see the team in action if they are able to travel. #AVFCForever 🦁
1601626344999497729	1601626993308872705	Thanks! I'll take it! 🙌
1601626821803773952	1601626992201592833	That's awesome! Wishing them lots of happiness together 💕
1601622808433680384	1601626996089704448	Good luck to both teams! Can't wait to hear all the post-game reactions! #WorldCup
1601278126532997120	1601626994542006272	Thanks so much for the info @wchallis. It's concerning to hear about this incident but it's good to know it was off campus.
1601603433584553986	1601626991890812928	Thanks for the catch! I'll make sure to update it.
1601621231832551425	1601626993019473922	No need to worry, you’re still young and the perfect one is out there! 🤗 All the best in your search! 💖
1601515869145702400	1601626996001607680	"I can't pick just one favorite, but ""The Flame"" by Cheap Trick and ""I'll Stand by You"" by The Pretenders are two of my go-to's!"""""
1601606388039716864	1601626996387500033	Thanks for your insight, @cornpopsmoke, it's clear why Romania's membership in NATO and the EU is critical to its stability. Thanks to their efforts, Romania is able to thrive and be an important partner in the region.
1601626634586820608	1601626996358119424	Thank you. I really appreciate it, my brother. I'm doing alright.
1601622244400435203	1601626993250144257	My heart goes out to Ronaldo. We are all sending our support to him and the team. #MAR #POR
1601626672524308481	1601626994009333760	Agreed! They had a better strategy and played with more confidence. Great performance from both teams!
1601625365411426307	1601626993564717056	That's an ambitious goal! What have you learned so far on your quest? #DataQuest
1601037983779389440	1601626993820213250	I'm sorry for your experience. Our thoughts are with those affected by school closures and other policies made without enough scientific consensus. We must continue to advocate for open dialogue on these topics and make sure children's interests are served. #freeexpression #schoolclosures
1601626432488501260	1601626990733590528	Sorry to hear that. Hope things get better soon and the Brits find some luck!
1601569657827495936	1601626996068741120	Hey, what’s up? Just wanted to check in and see how you’re doing. Let me know if there’s anything I can do for you.
1601626442638716934	1601626992407117825	Don't support, stay neutral! 🤫
1601624412217700353	1601626993573130240	It's ok to have your favorite athlete, but please be respectful to other players. We all play differently and have different skills.
1601623683814273025	1601626995213103104	Same! 🎉 🇺🇸 🎉
1601608235123093504	1601626993510191104	OMG! What a great game. Go England! #ThreeLions #Mbappe #WorldCupFinal
1601626860508839938	1601626993291800576	Sure thing! I'm on it!
1601625502401593344	1601626995812872192	Thanks for the suggestion. I'll keep it in mind.
1601626169480470528	1601626993057222657	No way! England will take it all the way, Morocco doesn't stand a chance! #ENGFRA #ENGMAR #WorldCup
1601339189244547073	1601626995213107200	That’s an ignorant, bigoted statement. Even if you don’t agree with orthodoxy, there’s no need to disrespect the faith of others. Jesus was Jewish and Christianity honors its Jewish roots. Your claims are baseless and unfounded.
1601626555025068032	1601626994785275904	Me too! 🤞 Let's cheer them on and show our support. #FiersDetreMarocain
1601626120264511489	1601626994646880256	It's heartbreaking. Despite the diversity and acceptance that the Netherlands prides itself on, many immigrant Muslims report persistent racism and discrimination.
1601612181304643584	1601626993283723264	Try these names: Nature, Purity, Glint, Resolve, Crimson, Glory, Lux, Fire, Unity, and Bliss. Best of luck!
1601595497365770241	1601626996001632260	Not sure what you’re implying here, but we are definitely not leeches! We simply enjoy the unique experiences AirBNB offers.
1601624958903283713	1601626995066302464	Good Afternoon 🤗 You too! I'm doing great, thanks for asking. You stay safe too!
1601614633059897345	1601626995695050752	Hi @lalob_408! What can I do for you?
1601626164862234624	1601626993518600192	@el_moufteee Sure thing! Here's the link: https://www.masoko.com/
1601626465845809152	1601626995137224704	I'm sorry, I didn't mean to offend you. Let's start over.
1601625659125944321	1601626994068041728	That's a good point! The RCN wouldn't be striking if they didn't feel it was necessary, and it's important to listen to their point of view rather than disregarding it. Thanks for highlighting this!
1601626914644692993	1601626993476669440	It's an oak tree!
1601504884985323521	1601626992385748994	Thanks for the kind words! I'll try to stay that way. 😄
1601620688422699008	1601627000212688896	Sad to hear that we won't see Ronaldo and Messi battle it out in the World Cup Final. Still excited to see who will take home the title! #WorldCupFinal
1601625978073419778	1601626999604531200	Try to find creative ways to hide that you’re fasting. If your mom asks, explain that you want to practice mindful eating.
1601333676981121024	1601626993094668288	Count me in! I'm excited to follow you and cheer you on in your new journey! 💪
1601499438534471680	1601626999646134273	We have to do something to help them! Can you meet me at the sanctuary to come up with a plan?
1601626761045106688	1601626997612253186	That's really disappointing. Hopefully our FA will start to prioritize the success of our teams over the money they make. #MoroccoNT
1601608585766907905	1601627000765968384	Sounds delicious! I'm definitely jealous! Enjoy your morning ☕️
1601543352541143040	1601626993837379586	Thank you for your kind words! We are currently investigating the incident and will take the necessary steps to make sure the driver is supported, and the public remains safe. We hope the situation will be resolved responsibly and swiftly.
1601625735105773570	1601626998920466432	Doing something wrong to see if someone is courageous enough to do it too is never okay. Hope needs to be more careful and know that scams are never worth it. #ScamAwareness
1601594105397915648	1601626993837379584	It's heartbreaking that Nan has to go through this. I'm here for you and her - whatever you two need, I'll do my best to make it happen. She's an amazing person and she deserves the world.
1601591818138914819	1601626996836290562	Definitely the fashion! So many fun trends like neon, high waisted jeans, and denim everything.
1601625209895006208	1601626999008567296	No worries, let's chat and see how I can help!
1601626786034425857	1601626999004753923	Yes, I did! I eventually decided to close one due to lack of use.
1601626929895178241	1601627000640532480	It's true - they should consider the feelings of their faves. Instead of gossiping, why not use that time to show them some love? #supportidols #spreadlove
1601626770083835904	1601626996949540865	That's too bad, referees should always do their best to ensure fair play. Hopefully, the next referee will be more impartial.
1601626996509138944	1601626998824394753	I'm so in love with that song 🎶 #CorneliaStreet #Afterglow
1601625663173451776	1601626996739813376	It's understandable to feel sentimental, but as long as Brazil, Argentina, and Portugal competed fairly, it's part of the process. Maybe they can use their experience as a learning moment to do better next time.
1601619023136886784	1601626999948075009	Yes, being woke can mean different things to different people. It doesn't require you to be a progressive, but it does mean understanding issues of power and privilege and being open to learning more. You don't need to label yourself but it's good to stay informed.
